AAA51491,1
ACQ84481,1
CAA86564,1
ABP49331,1
ABO38058,1
AFM71861,1
ABV30419,1
AET84263,1
ABP49474,1
ABO44094,1
ABQ01359,1
ABO52251,1
AAO46437,1
AAO46444,1
ABP49485,1
ABR15812,1
ABQ44475,1
ABO33073,1
ABP49496,1
ABQ01315,1
ABQ44464,1
ABO52339,1
ABO38311,1
ABN51136,1
ABO52350,1
ABN59405,1
ABP49320,1
ABO52372,1
AAO46426,1
ABO44061,1
AEO88941,1
ADG59278,1
AEO89083,1
AEO88948,1
ADG59237,1
ACD56295,1
AAA43451,1
AAO46453,1
AFV53231,1
ABN59427,1
AFG99307,1
AFH00531,1
AFG72057,1
ABR15900,1
ABU80313,1
ABR28860,1
ABR28904,1
AEG65289,1
ACX46226,1
AEX34279,1
ABF21282,1
AFM68980,1
AFO65042,1
ACL11933,1
AEA50986,1
ABC42622,1
ABD77822,1
ABQ58980,1
ADX87383,1
ADX87378,1
ABC84393,1
AEO89119,1
ACF41871,1
AFG72100,1
ABF21283,1
AAA51485,1
ABB46396,1
ABD62846,1
AAO46445,1
AAO46460,1
ACD85191,1
AFG98823,1
AFG98966,1
ADT79000,1
AFG98856,1
AFG98955,1
AFG99076,1
AFG99032,1
AFG71957,1
ADT79069,1
AFG71902,1
AFG71913,1
AEK29038,1
ACU80315,1
ACU80414,1
AEA77303,1
AEA73577,1
ADW10769,1
AEB71940,1
ACU80725,1
ADW10857,1
AEA73764,1
AEB71973,1
AFJ44698,1
AFD98294,1
AGE89322,1
AGE89354,1
AFD98399,1
AFD98551,1
AFD98573,1
BAA00475,1
ABO38069,1
AAV48837,1
AFM72481,1
ACX46223,1
AFG72072,1
AAO46447,1
BAA00476,1
ABP49342,1
ABY81353,1
ACX46224,1
AFH00641,1
AEG64937,1
AEG65036,1
AEI54417,1
AEG65751,1
ABV30254,1
ABW39854,1
ABW86380,1
ACO94720,1
ADI77353,1
ADI75866,1
ADN06293,1
ADN06337,1
ADK94195,1
ADK98748,1
ADN89109,1
ADK98858,1
ADK98880,1
ADK99034,1
ADK94239,1
ADK45436,1
ADK45447,1
ADK99144,1
ADK99188,1
ADK94294,1
ADK94349,1
ADK94535,1
AEI92024,1
ADK94590,1
ADM95365,1
ADM95370,1
ADM95346,1
AFF59184,1
AFF59152,1
ABD79116,1
AAO46448,1
AAO46543,1
ABI85004,1
ABC50402,1
ABC43501,1
ABC43512,1
ABC50391,1
ABC42743,1
ABC42765,1
ABC43164,1
ABD60827,1
ABC67723,1
ABC85791,1
ACT21512,1
ACT21513,1
ABC67668,1
ABC85802,1
ABC67679,1
ABC42842,1
ABC86000,1
ABC68004,1
ABC41968,1
ABC42933,1
ABC43076,1
ABD94991,1
ABC50303,1
ABD38138,1
ABC68097,1
ABJ09111,1
ABD15750,1
ABD77987,1
ABD95035,1
AAO46547,1
ACG80438,1
ABO38344,1
AFM72058,1
AAO46423,1
AFO66162,1
ABO52801,1
ABA26704,1
ABA26792,1
ABW39909,1
ABV29803,1
ABW91200,1
ABV45963,1
ABV45985,1
AAO46456,1
AFV53340,1
ACD85224,1
AET84439,1
ACI25728,1
AEX34368,1
ADL39138,1
AEK28775,1
ACX46212,1
AAO46422,1
ABD15263,1
AEK28786,1
AEK28797,1
ABG80231,1
ABG48119,1
AEX63426,1
